Start	End	StartM	EndM	length	lengthM	ch	iid1	iid2	SNP_Dens
18053	20417	0.6051089763641357	0.667864978313446	2364	0.0627560019493103	10	TRM006	VLI011	376.6970371868919
54611	56210	1.6353529691696167	1.7051149606704712	1599	0.06976199150085449	10	I14351	VLI011	229.2079061390348
18572	20672	0.6193169951438904	0.6991750001907349	2100	0.07985800504684447	10	I10379	VLI061	262.9667493907651
18680	20629	0.6216520071029663	0.6965450048446655	1949	0.07489299774169922	10	I10379	VLI011	260.23794730743265
18396	21928	0.6144059896469116	0.7583799958229065	3532	0.14397400617599487	10	I1767	VLI061	245.32206151730315
17194	22301	0.5806779861450195	0.7715510129928589	5107	0.19087302684783936	10	I1767	VLI011	267.5600677759048
23281	26883	0.7980610132217407	0.8746150135993958	3602	0.07655400037765503	10	VLI016	I14553	470.5175408509901
2410	4110	0.08847200125455856	0.15313300490379333	1700	0.06466100364923477	10	VLI016	POST_35	262.90962157376265
5768	7899	0.21705099940299988	0.3026170134544373	2131	0.08556601405143738	10	VLI016	I5379	249.04747797635696
24162	27204	0.8154339790344238	0.8818320035934448	3042	0.066398024559021	10	VLI016	I13756	458.146160251496
22397	25031	0.7744020223617554	0.8374549746513367	2634	0.0630529522895813	10	I4070	VLI011	417.74411892767716
7767	9790	0.29886099696159363	0.3706279993057251	2023	0.07176700234413147	10	I16092	VLI029	281.88442235603907
11426	13648	0.4192459881305695	0.4802339971065521	2222	0.06098800897598266	10	VK550_noUDG.SG	VLI011	364.33391371655256
4583	6636	0.1717039942741394	0.2441260069608689	2053	0.07242201268672943	10	PDA005	VLI017	283.4773467123195
8710	10485	0.3309690058231354	0.3943890035152435	1775	0.06341999769210815	10	VLI004	I1705	279.8801741711317
11327	14199	0.4165259897708893	0.4946059882640839	2872	0.07807999849319458	10	I0012	VLI011	367.82787595088416
18752	20705	0.6227520108222961	0.7021830081939697	1953	0.07943099737167357	10	I5427	VLI008	245.8737853764471
10409	13093	0.3895910084247589	0.4606949985027313	2684	0.07110399007797241	10	MIB039	VLI017	377.4753001985872
38425	40919	1.175042986869812	1.2361509799957275	2494	0.06110799312591553	10	VK508_noUDG.SG	VLI061	408.12991434050383
31832	33995	0.9973899722099304	1.0612000226974487	2163	0.06381005048751831	10	I7269	VLI029	338.97481407307424
33847	36105	1.0559630393981934	1.1161940097808838	2258	0.06023097038269042	10	MA973_noUDG.SG	VLI017	374.8901911513813
49346	51840	1.437764048576355	1.5290080308914185	2494	0.09124398231506348	10	VLI092	I3391	273.33309405416696
506	3829	0.013752000406384468	0.14451900124549866	3323	0.1307670008391142	10	VLI092	I5379	254.11609799695321
20372	23513	0.664788007736206	0.804095983505249	3141	0.13930797576904294	10	VLI092	I5379	225.4716560670889
11853	14681	0.4281429946422577	0.5089200139045715	2828	0.08077701926231384	10	VLI092	I3767	350.0995735948616
4538	6129	0.17075200378894806	0.2307589948177337	1591	0.0600069910287857	10	NIEcap3b	VLI029	265.13577380288706
49794	51685	1.4563499689102173	1.5203289985656738	1891	0.06397902965545654	10	I12793	VLI029	295.56559550582733
4548	6159	0.17130599915981293	0.2327000051736832	1611	0.06139400601387024	10	TRM003	VLI029	262.40346649411345
26201	29396	0.8634570240974426	0.933031976222992	3195	0.06957495212554933	10	TRM003	VLI029	459.21698864191256
18383	20517	0.6134290099143982	0.6813049912452698	2134	0.06787598133087157	10	TRM003	VLI061	314.39692777294806
18053	20456	0.6051089763641357	0.6780170202255249	2403	0.07290804386138916	10	TRM003	VLI011	329.5932619682568
4536	6457	0.17060300707817078	0.2407940030097961	1921	0.07019099593162538	10	I15643	VLI029	273.681826921403
5769	7705	0.2170639932155609	0.29392901062965393	1936	0.07686501741409303	10	I15643	VLI061	251.8701049100444
20793	22348	0.7037410140037537	0.7733590006828308	1555	0.06961798667907715	10	I6775	VLI011	223.36181699252398
8048	10292	0.3099420070648193	0.3852829933166504	2244	0.07534098625183105	10	I14858	VLI011	297.84584880523283
6068	7645	0.2287790030241013	0.29078900814056396	1577	0.06201000511646273	10	PUC003	VLI061	254.3137993680524
27243	29882	0.8830140233039856	0.9486389756202698	2639	0.06562495231628418	10	I3874	VLI061	402.13362552724607
9840	12497	0.373537003993988	0.4476540088653565	2657	0.07411700487136841	10	SUC008	VLI008	358.48723307306847
7834	9950	0.301254004240036	0.37711301445961	2116	0.07585901021957397	10	rath2_noUDG.SG	VLI029	278.9385194817644
21940	25101	0.7587509751319885	0.8396940231323242	3161	0.0809430480003357	10	rath2_noUDG.SG	VLI011	390.5214935798922
1726	3878	0.09690800309181212	0.16672000288963318	2152	0.06981199979782103	11	TRM006	VLI008	308.2564611001401
49989	51694	1.4017159938812256	1.4650709629058838	1705	0.0633549690246582	11	DA8_noUDG.SG	VLI011	269.11859105106686
29938	33544	0.8829010128974915	0.9458730220794678	3606	0.06297200918197632	11	I7201	VLI029	572.6353735322931
50365	51877	1.4100749492645264	1.4743139743804932	1512	0.0642390251159668	11	VLI016	VK496_noUDG.SG	235.3709442617597
15637	18145	0.5152500271797179	0.5805100202560425	2508	0.06525999307632446	11	VLI016	I7208	384.30895894622336
46204	48234	1.2675219774246216	1.3453539609909058	2030	0.07783198356628418	11	VLI016	VLI008	260.8182275441031
3799	6054	0.164669007062912	0.2356339991092682	2255	0.0709649920463562	11	VLI016	KNE003	317.76231279318324
48101	51933	1.3380279541015625	1.477431058883667	3832	0.1394031047821045	11	VLI016	I7207	274.88627358692247
48101	50512	1.3380279541015625	1.4155559539794922	2411	0.07752799987792969	11	VLI016	VLI011	310.98441902231406
7604	9601	0.2754870057106018	0.33583399653434753	1997	0.06034699082374573	11	VLI050	OBKR_80	330.91956578789467
8410	10281	0.29520100355148315	0.3651550114154816	1871	0.06995400786399841	11	I6896	VLI017	267.46144461622816
47353	48984	1.3072119951248171	1.3718219995498655	1631	0.06461000442504883	11	I12783	VLI017	252.4376858528233
29408	32548	0.8655210137367249	0.9263740181922911	3140	0.06085300445556641	11	I10412	VLI017	515.9975301289786
17275	20012	0.5630019903182983	0.6265010237693787	2737	0.06349903345108032	11	HOP003	VLI011	431.0301828623243
23029	25740	0.6869369745254517	0.7635660171508789	2711	0.07662904262542725	11	MA973_noUDG.SG	VLI017	353.78231374385314
38075	42353	1.0541720390319824	1.1485539674758911	4278	0.09438192844390868	11	I5525	VLI029	453.26473727885553
36587	39712	1.0196729898452759	1.0870130062103271	3125	0.06734001636505127	11	I7671	VLI017	464.0628512858278
7316	9718	0.2685979902744293	0.3408710062503815	2402	0.07227301597595215	11	VLI092	I2639	332.3508736371584
3053	5418	0.14101700484752655	0.21243900060653687	2365	0.07142199575901031	11	VLI092	I14191	331.1304836649907
51351	53219	1.4507889747619631	1.5220659971237185	1868	0.07127702236175537	11	MIB028	VLI011	262.0760433171939
43238	45221	1.1699609756469729	1.233464002609253	1983	0.06350302696228027	11	I0116	VLI029	312.2685791305458
16115	18758	0.5256410241127014	0.5965960025787354	2643	0.07095497846603394	11	I15643	VLI011	372.4897191343946
48995	51467	1.3724210262298584	1.4570070505142212	2472	0.08458602428436279	11	PUC003	VLI029	292.24686003559964
50265	52129	1.4080530405044556	1.4831620454788208	1864	0.07510900497436522	11	PUC003	VLI011	248.1726393041933
34384	35959	1.043406963348389	1.1079009771347046	1575	0.06449401378631593	12	TRM006	VLI011	244.20871140356545
346	1749	0.02137999981641769	0.08498600125312805	1403	0.06360600143671036	12	VLI016	I13684	220.5766701741221
47633	49638	1.4443620443344116	1.523569941520691	2005	0.0792078971862793	12	VLI016	VLI017	253.13132543901366
27480	30014	0.8594610095024109	0.9343709945678712	2534	0.0749099850654602	12	VLI050	VLI011	338.27266121941693
28196	30414	0.8781700134277344	0.9455969929695128	2218	0.06742697954177856	12	PDA005	VLI011	328.94844394233917
315	1717	0.01879199966788292	0.08224000036716461	1402	0.06344800069928169	12	I0012	VLI029	220.96834960094688
6673	8974	0.3071579933166504	0.373089998960495	2301	0.0659320056438446	12	I19913	VLI017	348.9959053315741
9031	11368	0.3737320005893707	0.4583970010280609	2337	0.08466500043869019	12	SZ22	VLI011	276.029054259833
48590	50089	1.472411036491394	1.5399470329284668	1499	0.06753599643707275	12	VLI092	MIB031	221.9557094114553
411	1797	0.02345299907028675	0.08558300137519836	1386	0.06213000230491161	12	VLI092	VLI011	223.08062909735824
46232	48864	1.3910470008850098	1.4850480556488037	2632	0.09400105476379396	12	VLI092	PUC002	279.9968581856549
12651	17054	0.49122101068496704	0.5731899738311768	4403	0.08196896314620973	12	VLI092	VLI017	537.1545315446137
48232	49944	1.4645990133285522	1.5333880186080933	1712	0.06878900527954103	12	ALM060	VLI008	248.87698158199368
13351	17090	0.5096780061721802	0.5743610262870789	3739	0.06468302011489868	12	TRM003	VLI061	578.0496942409748
18017	21441	0.5939880013465881	0.6933209896087646	3424	0.09933298826217653	12	I0116	VLI011	344.69918401757894
25723	27942	0.8108279705047607	0.8727970123291016	2219	0.06196904182434083	12	I0116	VLI011	358.0820252619105
47018	49785	1.424968957901001	1.5302779674530032	2767	0.10530900955200197	12	PUC003	VLI017	262.75054829317764
42392	44738	1.2732030153274536	1.3354289531707764	2346	0.06222593784332275	12	I3874	VLI029	377.01320081457663
12033	18163	0.4932140111923218	0.6155750155448914	6130	0.12236100435256958	13	I7201	VLI017	500.97660054645263
1382	2744	0.06861399859189987	0.1296280026435852	1362	0.061014004051685326	13	PNL002	VLI008	223.2274411701028
20229	22111	0.6642760038375854	0.7294570207595825	1882	0.06518101692199707	13	VLI016	BR2_noUDG.SG	288.73437219493104
1620	3747	0.08245799690485	0.16835099458694458	2127	0.08589299768209457	13	VLI016	I7208	247.63369045197484
19997	22796	0.6558229923248291	0.7441440224647522	2799	0.0883210301399231	13	VLI016	I3767	316.91206449536065
20137	22454	0.6614099740982056	0.7358629703521729	2317	0.07445299625396729	13	VLI016	MIB071	311.20305650244893
3972	5891	0.17921000719070435	0.2568050026893616	1919	0.07759499549865723	13	VLI050	I12103	247.30976368613983
13347	18132	0.5178009867668152	0.6141020059585571	4785	0.09630101919174194	13	esp005_noUDG.SG	VLI029	496.8794764749827
5220	6924	0.2305949926376343	0.2924900054931641	1704	0.061895012855529785	13	ORC005	VLI008	275.30489475417596
3703	5658	0.1682260036468506	0.2445330023765564	1955	0.07630699872970581	13	HOP003	VLI029	256.20192545181715
31205	33478	0.9443759918212892	1.012073993682861	2273	0.06769800186157228	13	I7269	VLI029	335.75584766117487
11229	14292	0.4493750035762787	0.5407159924507141	3063	0.09134098887443542	13	I7671	VLI061	335.33685563779517
25389	28488	0.8006119728088379	0.8662430047988892	3099	0.06563103199005127	13	VK549_noUDG.SG	VLI008	472.1851700381253
33044	34494	0.9977149963378906	1.0578800439834597	1450	0.06016504764556885	13	VLI092	MK5001	241.00371507090333
2698	4272	0.1264979988336563	0.1885959953069687	1574	0.06209799647331238	13	VLI092	VLI017	253.4703355005104
3401	5240	0.15832099318504333	0.2320239990949631	1839	0.07370300590991974	13	BNL008	VLI029	249.5149251100609
22532	25524	0.7220140099525452	0.7895140051841736	2992	0.06749999523162843	14	VLI016	I2639	443.2592905722222
17210	20966	0.5893700122833252	0.6746259927749634	3756	0.08525598049163817	14	VLI016	PMI001	440.5556042333459
1513	3109	0.13015499711036682	0.19462600350379944	1596	0.06447100639343263	14	VLI050	MIB021	247.55313888858063
20977	26321	0.6764929890632629	0.8054029941558838	5344	0.12891000509262085	14	TRM003	VLI011	414.5527723903492
31831	33835	0.9950169920921326	1.0688780546188354	2004	0.07386106252670288	14	I6775	VLI011	271.32022359893574
28229	30811	0.8562769889831543	0.950622022151947	2582	0.09434503316879272	14	rath2_noUDG.SG	VLI017	273.67630422902533
14167	15994	0.6937419772148132	0.7576979994773865	1827	0.06395602226257324	15	I7201	VLI029	285.6650453493184
12960	15185	0.6633419990539551	0.7294849753379822	2225	0.0661429762840271	15	I7201	VLI061	336.392482619098
23944	27015	0.973285973072052	1.0551819801330566	3071	0.08189600706100464	15	I1767	VLI017	374.9877570602925
11815	16900	0.6383709907531738	0.7830830216407776	5085	0.14471203088760376	15	VLI016	I7208	351.38750861353486
7406	10327	0.5431230068206787	0.6148120164871216	2921	0.07168900966644287	15	VLI050	I14191	407.4543662398087
27258	28719	1.0700260400772097	1.130607008934021	1461	0.06058096885681152	15	MIB059	VLI029	241.16484558924807
31986	34100	1.3116220235824585	1.4052850008010864	2114	0.09366297721862793	15	HOP003	VLI017	225.70284041532287
5079	6733	0.460099995136261	0.5217189788818359	1654	0.06161898374557495	15	MIB045	VLI029	268.4237712892788
27258	28953	1.0700260400772097	1.1390429735183716	1695	0.06901693344116211	15	MIB039	VLI029	245.59190266617844
32222	33874	1.3249330520629885	1.391198992729187	1652	0.06626594066619873	15	I7671	VLI017	249.29850589786625
6241	8830	0.5065900087356567	0.5772150158882141	2589	0.07062500715255737	15	VK549_noUDG.SG	VLI008	366.5840336706077
5399	9243	0.4704029858112335	0.5869699716567993	3844	0.1165669858455658	15	VLI092	I3767	329.76746993293085
5209	6800	0.4638729989528656	0.528810977935791	1591	0.06493797898292543	15	VLI092	PMI001	245.0030051625617
22643	24517	0.9352920055389404	0.9976189732551576	1874	0.062326967716217034	15	VLI092	I10436	300.6724165585226
4644	6175	0.4388810098171234	0.5023819804191589	1531	0.06350097060203552	15	I18163	VLI029	241.09867699422597
26726	28291	1.04292094707489	1.1107759475708008	1565	0.06785500049591063	15	I19613	VLI017	230.63886059426326
14753	16272	0.6200609803199768	0.6805800199508667	1519	0.060519039630889886	16	VK493_noUDG.SG	VLI017	250.99539075049668
23204	26530	0.8956660032272339	0.9939150214195251	3326	0.09824901819229126	16	I17313	VLI017	338.52755591820886
21906	25689	0.8656569719314575	0.9669889807701112	3783	0.10133200883865356	16	PNL002	VLI017	373.32724805875534
18758	21028	0.783964991569519	0.8440170288085938	2270	0.06005203723907473	16	VLI016	I3391	378.0054939623188
9130	10708	0.4003700017929077	0.4672650098800659	1578	0.0668950080871582	16	VLI016	VLI029	235.89204114363918
10255	12293	0.4511249959468842	0.5379670262336731	2038	0.08684203028678894	16	VLI016	I7029	234.67899049223817
23297	26554	0.8986679911613464	0.9973729848861694	3257	0.098704993724823	16	PDA005	VLI017	329.973173300644
14255	16158	0.6013129949569702	0.6748350262641907	1903	0.07352203130722046	16	VLI004	I10046	258.8339802593444
8416	9882	0.3606829941272736	0.4215629994869232	1466	0.06088000535964967	16	I3769	VLI017	240.80155567325923
12329	14312	0.5424969792366028	0.6031090021133423	1983	0.0606120228767395	16	MIB045	VLI029	327.162814551269
16968	18617	0.7142429947853088	0.7786039710044861	1649	0.06436097621917725	16	TRM003	VLI011	256.2111541603152
22310	24469	0.873682975769043	0.9376519918441772	2159	0.06396901607513428	16	TRM003	VLI017	337.5071452504701
19218	21053	0.819350004196167	0.8847000002861023	1835	0.0653499960899353	17	I1767	VLI017	280.79573217948706
19777	21589	0.8340200185775757	0.9030920267105104	1812	0.06907200813293457	17	VLI016	SIJ003	262.33492394092
19777	21269	0.8340200185775757	0.8966220021247864	1492	0.0626019835472107	17	VLI016	I14066	238.33110637378164
19624	21269	0.8309299945831299	0.8966220021247864	1645	0.0656920075416565	17	VLI016	I3983	250.4109802028619
18988	21138	0.8076519966125488	0.8895859718322754	2150	0.08193397521972656	17	VLI050	BR2_noUDG.SG	262.4064064064064
19685	21475	0.8323590159416199	0.8996689915657043	1790	0.06730997562408447	17	VLI004	I15048	265.93383572100305
19018	20925	0.8113570213317871	0.8804159760475159	1907	0.06905895471572876	17	VLI004	I14167	276.14087236765903
19766	21203	0.8339409828186035	0.8955140113830566	1437	0.061573028564453125	17	I5766	VLI011	233.3814063564835
19513	21147	0.82921302318573	0.8900499939918518	1634	0.06083697080612184	17	HOP003	VLI008	268.5866798344232
19144	21203	0.8158329725265503	0.8955140113830566	2059	0.07968103885650635	17	HOP003	VLI029	258.4052654870567
19666	21704	0.8321430087089539	0.9044470191001892	2038	0.07230401039123535	17	VK274_noUDG.SG	VLI029	281.86541645095866
19656	21248	0.8320189714431763	0.8961610198020935	1592	0.06414204835891724	17	VK274_noUDG.SG	VLI061	248.19912065977462
19389	21199	0.827472984790802	0.8954449892044067	1810	0.06797200441360474	17	I20984	VLI029	266.28610052254464
19476	21220	0.8291170001029968	0.8956840038299559	1744	0.06656700372695923	17	I20988	VLI008	261.99166288953614
12501	16509	0.6126000285148621	0.7346510291099548	4008	0.12205100059509275	17	VLI092	MIB042	328.3873118989529
8201	10203	0.4349600076675415	0.4970349967479706	2002	0.06207498908042908	17	VLI092	ber1M_noUDG.SG	322.5131457383032
20702	22149	0.8668749928474426	0.9288870096206664	1447	0.06201201677322388	17	I12793	VLI061	233.34187070413086
19684	21239	0.8323580026626587	0.8960549831390381	1555	0.0636969804763794	17	I12791	VLI029	244.1246018838581
17157	19755	0.6226519942283629	0.6980400085449219	2598	0.07538801431655884	18	VK529_noUDG.SG	VLI061	344.6171150086061
30467	31942	1.035920023918152	1.0963239669799805	1475	0.06040394306182861	18	I2364	VLI017	244.1893567263003
27433	29684	0.9101399779319764	0.992501974105835	2251	0.08236199617385864	18	VLI016	UNTA58_68Sk2	273.3056633606044
6063	7601	0.34235599637031555	0.4103249907493591	1538	0.06796899437904358	18	VLI050	I14800	226.27964619029308
25306	27616	0.8420140147209167	0.9142860174179076	2310	0.07227200269699098	18	I12793	VLI029	319.62584594271607
6246	7661	0.3516480028629303	0.4129840135574341	1415	0.06133601069450378	18	I12793	VLI017	230.69645123281484
23751	26381	0.7952839732170105	0.8795390129089355	2630	0.08425503969192505	18	I0116	VLI011	312.1474999734713
30155	31705	1.0136990547180176	1.078624963760376	1550	0.0649259090423584	18	VK237_noUDG.SG	VLI017	238.7336616247856
6115	7971	0.3461939990520477	0.4190829992294312	1856	0.07288900017738342	18	rath2_noUDG.SG	VLI017	254.63375756056732
6276	8873	0.4681879878044128	0.5414419770240784	2597	0.07325398921966553	19	VLI016	I17015	354.5199418713456
9170	10578	0.5532000064849854	0.616254985332489	1408	0.06305497884750366	19	I10412	VLI008	223.29719646805376
8145	10024	0.5145270228385925	0.590021014213562	1879	0.07549399137496947	19	VLI092	I14553	248.89398027284525
10863	14274	0.4518260061740875	0.5255360007286072	3411	0.07370999455451965	20	TRM006	VLI017	462.75949694678803
8731	11010	0.3848829865455627	0.4589509963989258	2279	0.07406800985336304	20	I17313	VLI011	307.69018966648025
9138	12155	0.3952920138835907	0.4844259917736054	3017	0.08913397789001465	20	VLI016	I3391	338.4792277219778
3535	5300	0.20354199409484866	0.2688769996166229	1765	0.06533500552177429	20	VLI016	I7207	270.14614690922093
23253	25129	0.81044602394104	0.8856369853019714	1876	0.0751909613609314	20	VLI050	ber1M_noUDG.SG	249.49807344460342
23451	24896	0.8173570036888123	0.8789309859275818	1445	0.061573982238769524	20	MIB045	VLI029	234.67704174088126
22924	24631	0.7906609773635864	0.8586230278015137	1707	0.06796205043792725	20	I12445	VLI029	251.1695849375644
22950	25262	0.7920420169830322	0.8885260224342346	2312	0.0964840054512024	20	I5525	VLI029	239.62520929640647
23423	25090	0.815276026725769	0.8840889930725098	1667	0.06881296634674072	20	I5525	VLI017	242.2508559796967
23933	25429	0.8335710167884827	0.8985710144042969	1496	0.06499999761581421	20	VLI092	I14191	230.1538545958392
22879	24398	0.7877629995346069	0.8513240218162537	1519	0.06356102228164673	20	MIB028	VLI029	238.9829404047537
18098	19952	0.6194360256195068	0.6858469843864441	1854	0.06641095876693726	20	MIB028	VLI011	279.17079265583726
16486	18831	0.5743229985237122	0.6491410136222839	2345	0.07481801509857178	20	I12793	VLI061	313.4271868761143
21712	23211	0.7455419898033142	0.8094660043716431	1499	0.06392401456832886	20	BNL008	VLI008	234.49716200125505
2803	4496	0.1657409965991974	0.2407349944114685	1693	0.07499399781227112	20	I3874	VLI011	225.75140003044052
21068	23197	0.7229459881782532	0.806361973285675	2129	0.08341598510742188	20	rath2_noUDG.SG	VLI017	255.2268605661499
3062	4928	0.17681199312210086	0.2387789934873581	1866	0.06196700036525726	21	I1784	VLI017	301.1280179774849
11579	15707	0.4543789923191071	0.6278650164604187	4128	0.17348602414131165	21	VLI016	I2417	237.94423904934098
9291	11480	0.3751559853553772	0.4505620002746582	2189	0.07540601491928099	21	VLI016	I5379	290.2951445376385
11547	13053	0.4540059864521026	0.5144770145416261	1506	0.06047102808952332	21	VLI016	VLI017	249.04488109090317
1727	3181	0.1171090006828308	0.18190300464630127	1454	0.06479400396347046	21	VLI050	R60.SG	224.4034804238577
1591	3051	0.10886599868535997	0.17386099696159366	1460	0.06499499827623367	21	VLI050	I14191	224.63267000868117
1659	3051	0.11143700033426283	0.17386099696159366	1392	0.06242399662733077	21	VLI050	I16113	222.99116929507008
5524	7600	0.2531050145626068	0.3203540146350861	2076	0.06724900007247925	21	SBG001	VLI029	308.7034748118991
4212	6233	0.2974910140037537	0.3611220121383667	2021	0.06363099813461304	22	I3977	VLI011	317.6124937918657
4692	8554	0.32567599415779114	0.4338659942150116	3862	0.10819000005722046	22	VLI092	UNTA58_68Sk2	356.9645991272236
12279	13750	0.5718759894371033	0.6376460194587708	1471	0.06577003002166748	22	VLI092	VLI017	223.6581007360631
12194	13574	0.5693190097808838	0.6320250034332275	1380	0.06270599365234375	22	vbj018_noUDG.SG	VLI011	220.07465628421951
4102	9718	0.2923260033130646	0.4835279881954193	5616	0.19120198488235474	22	OHR002	VLI011	293.72080020275337
28902	31867	1.02777099609375	1.0932159423828125	2965	0.0654449462890625	1	I16554	VLI016	453.0525530426673
28619	31755	1.0251230001449585	1.0901620388031006	3136	0.06503903865814209	1	I7201	VLI016	482.1719485251665
7239	8699	0.3904710114002228	0.4522059857845306	1460	0.06173497438430786	1	I2364	VLI016	236.4947931963686
66713	68526	2.1219499111175537	2.1867458820343018	1813	0.06479597091674805	1	VLI016	HOP003	279.80134788463937
86584	88299	2.7847681045532227	2.8542449474334717	1715	0.06947684288024902	1	VLI016	VK274_noUDG.SG	246.84483763258945
9004	11355	0.4613310098648071	0.5325959920883179	2351	0.07126498222351074	1	VLI016	I7671	329.89554289461273
34299	36793	1.157289981842041	1.228734016418457	2494	0.07144403457641603	1	VLI016	VLI092	349.08442878214487
82218	83778	2.583219051361084	2.64990496635437	1560	0.06668591499328612	1	VLI016	ans008_noUDG.SG	233.93245787465904
14771	18259	0.6523259878158569	0.7446960210800171	3488	0.09237003326416016	1	VLI016	I3874	377.6116427310365
34457	36775	1.1665329933166504	1.2273290157318115	2318	0.060796022415161126	1	VLI016	I3874	381.2749433130586
30731	35278	1.0669569969177246	1.1897430419921875	4547	0.12278604507446288	1	VLI050	HOP003	370.3189558098804
63978	67853	2.0580968856811523	2.1645550727844243	3875	0.10645818710327147	1	VLI092	TRM003	363.99267218790743
68087	69993	2.176496982574464	2.2391719818115234	1906	0.06267499923706055	1	VLI092	I15643	304.10849991250694
55008	60542	1.8497309684753416	1.9796589612960809	5534	0.12992799282073975	1	VLI092	I6775	425.92822992618693
67058	69101	2.135580062866211	2.211633920669556	2043	0.07605385780334473	1	VLI092	I14858	268.6254266394561
34114	36562	1.1523449420928955	1.2223340272903442	2448	0.06998908519744873	1	VLI092	I3874	349.7688236807009
38403	40203	1.1288679838180542	1.1936299800872805	1800	0.06476199626922607	2	VK529_noUDG.SG	VLI004	277.940783745626
73085	75159	2.012717962265014	2.0764169692993164	2074	0.06369900703430176	2	I10379	VLI016	325.5937724246088
6310	8263	0.32055699825286865	0.3852309882640839	1953	0.06467399001121521	2	I13752	VLI050	301.97611120967287
25322	31530	0.8206610083580017	0.9523950219154358	6208	0.13173401355743408	2	PNL002	VLI016	471.25262734771263
77562	82195	2.1321439743041988	2.259605884552002	4633	0.12746191024780273	2	PNL002	VLI016	363.4811365209291
26669	30217	0.8438779711723328	0.9179080128669742	3548	0.07403004169464111	2	VLI016	I7671	479.264892843743
27773	30633	0.8633139729499817	0.9295859932899476	2860	0.06627202033996582	2	VLI016	ALM060	431.554671991078
81182	83282	2.2243099212646484	2.295052051544189	2100	0.07074213027954103	2	VLI016	ans008_noUDG.SG	296.8528077542683
71290	73927	1.9837130308151243	2.044430017471313	2637	0.060716986656188965	2	VLI050	I14859	434.31009100172577
22318	25312	0.7525330185890198	0.8171319961547852	2994	0.06459897756576538	2	VLI004	FLR004	463.4748277481544
84176	86642	2.328866958618164	2.397499084472656	2466	0.06863212585449219	2	MIB037	VLI092	359.3069527276769
38052	39546	1.1181730031967163	1.1847360134124756	1494	0.06656301021575928	2	I7269	VLI092	224.44898377601987
81351	83236	2.2296299934387207	2.292411088943481	1885	0.06278109550476074	2	VLI092	ALM021	300.24961890909645
5865	8050	0.30021700263023376	0.3742499947547913	2185	0.0740329921245575	2	VLI092	I1856	295.13868577995964
50457	57051	1.3713970184326172	1.5247989892959597	6594	0.15340197086334229	3	TRM006	VLI016	429.85106142307956
42750	45767	1.1807420253753662	1.2455940246582031	3017	0.06485199928283691	3	VK493_noUDG.SG	VLI016	465.2131057428248
29305	31612	0.8526300191879272	0.9186750054359436	2307	0.06604498624801636	3	DA8_noUDG.SG	VLI016	349.30736321703597
70178	71757	1.892778992652893	1.9547009468078607	1579	0.06192195415496826	3	I7201	VLI050	254.9984123641082
25317	28732	0.7426819801330566	0.8335400223731995	3415	0.09085804224014282	3	RISE500_noUDG.SG	VLI016	375.8610592746393
1294	3070	0.04085699841380119	0.11986599862575532	1776	0.07900900021195413	3	I2364	VLI050	224.7845176164234
33196	34777	0.9737480282783508	1.0355889797210691	1581	0.0618409514427185	3	VLI016	I19913	255.65583373412926
68214	69822	1.8222559690475464	1.8855750560760496	1608	0.06331908702850343	3	VLI016	I7269	253.95186119410562
59592	62067	1.6048450469970703	1.6747390031814575	2475	0.06989395618438721	3	VLI016	VK511_noUDG.SG	354.1078707106955
55942	58175	1.4936909675598145	1.5547120571136477	2233	0.061021089553833015	3	VLI016	MA973_noUDG.SG	365.9390575171621
50096	53039	1.3624160289764404	1.4272940158843994	2943	0.06487798690795897	3	VLI016	BNL008	453.6207333583225
1626	3164	0.056577000766992576	0.12589000165462494	1538	0.06931300088763237	3	VLI050	ORC008	221.89199433066642
66685	68377	1.7577650547027588	1.824823975563049	1692	0.06705892086029053	3	VLI050	VK237_noUDG.SG	252.31542325667385
24973	27357	0.7350720167160034	0.7968909740447998	2384	0.06181895732879639	3	VLI050	I3874	385.64222093236265
3229	4809	0.13097800314426422	0.1995819956064224	1580	0.0686039924621582	3	VLI004	KDC002	230.30729601801585
30083	32348	0.8741030097007751	0.939408004283905	2265	0.06530499458312987	3	VLI004	I18162	346.83411497979273
67543	69115	1.7932209968566897	1.8584029674530032	1572	0.06518197059631348	3	VLI004	I6775	241.17098418759807
67916	69538	1.8128650188446045	1.8772920370101929	1622	0.06442701816558838	3	VLI004	OHR002	251.75773242076556
26934	29504	0.7843120098114014	0.8605380058288574	2570	0.07622599601745605	3	I10412	VLI092	337.1553189559451
7581	10105	0.30191799998283386	0.37310299277305603	2524	0.07118499279022218	3	I7671	VLI092	354.56911647628783
26849	30624	0.7812340259552002	0.8935009837150574	3775	0.11226695775985718	3	I7671	VLI092	336.25209726221067
15458	19488	0.5398190021514893	0.6319180130958557	4030	0.09209901094436647	3	VLI092	TRM003	437.5725600825801
12746	16428	0.4531340003013611	0.5703930258750916	3682	0.11725902557373047	3	VLI092	I0116	314.0056794762312
73622	75091	2.044718980789185	2.1077609062194824	1469	0.06304192543029785	3	VLI092	ans008_noUDG.SG	233.0195326321681
17180	21110	0.585207998752594	0.6654400229454039	3930	0.08023202419281006	3	VLI092	I15643	489.82934676502714
44557	47149	1.3243390321731567	1.387030005455017	2592	0.06269097328186035	4	I3772	VLI016	413.4566532164521
8406	11152	0.3653639853000641	0.4409469962120056	2746	0.07558301091194153	4	I4189	VLI004	363.30915729187416
